episode,average_loss
576,433742.50592061493
577,431796.12542651704
578,386648.1226349529
579,591655.6161814368
580,636906.5361657691
581,533233.8113522904
582,459584.1912142753
583,239132.27985575947
584,386840.52346432453
585,449617.1982017351
586,570370.4085056726
587,534777.2538654982
588,531059.1172610663
589,738056.4280818695
590,466496.96625472314
591,622804.2538688498
592,462287.97896491643
593,503264.19016777386
594,644911.5793773667
595,747479.7868139647
596,729957.8716359199
597,975843.828413084
598,846804.7979831969
599,826259.11788103
600,759023.7519296542
601,731478.7819205339
602,793775.444435657
603,736974.5822775813
604,987989.2534097504
605,894717.7417116396
606,1025255.7855703358
607,1151425.9388986097
608,1166694.652802315
609,913937.7468803787
610,1562261.918348337
611,1402492.9995797293
612,1610366.7262298097
613,1021308.8454524985
614,1021255.0973532175
615,1308649.9055618497
616,1372706.8364756673
617,1229835.9145881748
618,1817727.587793706
619,1845081.1701370745
620,1645405.1878279415
621,1807421.9967150846
622,2402988.015823519
623,2250480.7975711566
624,2638915.7595818676
625,2877960.6390937963
626,3288910.55937392
627,3245540.3217247184
628,2628733.778321579
629,2276531.9109972776
630,2980449.925341385
631,3202704.5602639928
632,2424518.749483562
633,3383932.2858964275
634,2719955.017452094
635,1931537.8108769385
636,2491093.102391628
637,2702357.25269153
638,2981147.9736549906
639,3182039.423206541
640,3175279.6987074325
641,2897553.0274149575
642,2412856.5310703227
643,2182218.941718756
644,2237468.294782657
645,2604014.969346279
646,2475705.5807746127
647,2124725.1000197357
648,2374178.4459119807
649,2743671.551233607
650,3049253.22672857
651,2528011.1590221794
652,1827162.9441441994
653,2216751.7652374594
654,2615545.4618382873
655,2348285.250558954
656,2358478.074223902
657,2073453.356013104
658,2389699.5251900675
659,2353674.0471338043
660,2235595.483652612
661,2151499.128381705
662,1993532.786969188
663,2170412.3509335527
664,1806272.1975629455
665,2469888.5175297894
666,2397167.426686112
667,1998006.9653492214
668,1550799.170830678
669,1535091.1798761769
670,1270589.92093165
671,1413851.6012906278
672,1512243.684651115
673,1946489.9896992743
674,1686437.986463688
675,1535500.647904243
676,1530667.2278898794
677,1237618.7386151177
678,1700865.159338239
679,1088331.149711533
680,1315603.7737077905
681,1340613.4917265587
682,1254246.1466092179
683,812392.6727086087
684,1078060.3579114806
685,1286064.3964333902
686,860361.4421081678
687,847489.4793571666
688,1174939.6653000005
689,1007491.4976012368
690,1027537.4349680808
691,1329916.9519137072
692,1449612.54668692
693,1189514.3868688007
694,1051087.6307702083
695,732737.1364285616
696,1212999.6081431606
697,1196522.7852920678
698,1155638.9266647804
699,1353315.8536349842
700,1131777.9019443907
701,719448.003538237
702,1041907.2810883203
703,1112752.1920711847
704,1030391.7655437118
705,1239850.1790322824
706,903413.3337027519
707,1042590.6243647558
708,765640.5438225521
709,1102367.2914443791
710,1096480.947340605
711,1162319.3148591279
712,1364913.6213789468
713,1075418.3843227266
714,1293210.596395893
715,1208090.3562541988
716,1484127.1539007202
717,1536728.6467655525
718,1024981.2809977724
719,1227166.0390085045
720,1153906.9734392401
721,1413202.0481045616
722,1857571.1295556067
723,1093270.6519935455
724,1270933.0306143374
725,1423706.439433731
726,1352110.091207514
727,1476724.3488573057
728,2210155.2403980074
729,2058894.0527111476
730,1954667.1474202385
731,1766440.9523949586
732,2199051.41595311
733,2270306.9866586262
734,1580110.0405442908
735,2290032.501952717
736,1727417.5026970012
737,1503758.954816511
738,1566278.2758462832
739,2131254.446915907
740,2649635.165878328
741,1760671.1911098156
742,2445224.592269719
743,1861098.6005628444
744,1852027.1947042781
745,1850933.103958811
746,2117017.5123096486
747,1744871.1292835195
748,1908039.7530249981
749,1389175.9771457647
750,1843413.646063742
751,1658458.3050773144
752,2132812.524516555
753,1998825.1851613543
754,1796982.6796267459
755,2289990.598024495
756,2043666.1789588807
757,1714437.45471674
758,2222949.555423412
759,1726398.6542096098
760,2384389.7807857427
761,2156532.2354218736
762,2167159.135939724
763,1562228.3592496153
764,2591707.5611475203
765,1617068.507846098
766,2134771.6309132804
767,2078721.8810985517
768,2995212.438912466
769,2771189.58864881
770,2506528.8404062134
771,3198349.535373206
772,3123085.0222786986
773,3120256.034160834
774,3378948.531953677
775,3602871.9577703453
776,4209726.2688756315
777,4194440.953550778
778,4020848.0748509075
779,5087761.250006956
780,5475698.9012592025
781,6890541.9292930765
782,7210452.757128576
783,8116093.764340348
784,6912871.771271506
785,11328478.352870382
786,20761886.864189763
787,19375648.298954412
788,21478817.07393216
789,22743201.73371883
790,25495759.65183511
791,25923195.483815674
792,28382708.310937468
793,27954930.741950586
794,33496500.22622787
795,41878732.570221014
796,36279971.09746601
797,32474329.862682454
798,31270247.171778742
799,25937932.258610442
800,22055971.99646526
